Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
100220286326917,Coalition for Fantasy Sports,Fantasy Sports Operator Coalition,41801,89
103130484963245,Healthy MKE,Healthy MKE,41800,40
149819205029986,Texas Cable Association,Texas Cable Association,41560,48
109004821964574,We Choose Us Action,Faith in Minnesota,41198,116
1914246298655769,American Funeral Benefits & Services,Final Expense Authority LLC,41006,321
108182935548528,Safety & Justice NY,SHOW UP TURN OUT INC,41000,7
102757624532911,NYC Mayor's Public Engagement Unit,City of New York,40909,89
101614296189957,Protect Montana,Montana Federation of Public Employees,40720,80
302182941354,AARP Advocates,AARP,40539,45
95232881850,United University Professions,UNITED UNIVERSITY PROFESSIONS,40420,14
82609311925,GreenLatinos,GreenLatinos,40357,29
1602479849981669,Michael Lamb,Committee to Elect Michael Lamb,40178,13
110442961603215,Yikes Today,Yikes Today,40155,161
114765400352270,Kite & Key Media,VMTS EDUCATION INC,40125,30
109521013225,Nikki Haley,Nikki Haley for President,39930,815
36091862898,The Mackinac Center for Public Policy,The Mackinac Center for Public Policy,39906,78
228132537208218,Tammy Duckworth,TAMMY FOR ILLINOIS,39781,122
583258211727279,Shai Fund,SHAI FUND INC,39741,246
1593518174052711,Candace Owens,The Daily Wire,39586,32
294297620670657,West Virginia Governor's Highway Safety Program,West Virginia Governor's Highway Safety Program,39550,13
342887442508723,Convention of States,Convention of States Action,39548,211
111221931760155,Brandon for Chicago,Friends of Brandon Johnson,39514,59
59826489083,SELC,SOUTHERN ENVIRONMENTAL LAW CENTER,39327,56
191247007554047,Center of the American Experiment,Center of the American Experiment,39196,66
168876449866088,The Years Project,THE YEARS PROJECT,39149,148
269348454714,IMB,"INTERNATIONAL MISSION BOARD OF THE SOUTHERN BAPTIST CONVENTION, THE",39077,48
104338357673828,New Day Nevada,New Day Nevada PAC,39051,6
105331908787374,Republican Accountability PAC,REPUBLICAN ACCOUNTABILITY PAC INC,38984,55
141786816970,Cruise Lines International Association - CLIA,Cruise Lines International Association,38960,25
136319594703,Texas AFT,Texas AFT,38860,58
50982313030,Food & Water Watch,Food & Water Watch,38824,40
786167111464006,Woodson Center,The Woodson Center,38816,32
223320626317139,Michigan Parent Alliance for Safe Schools,Michigan Parent Alliance for Safe Schools,38582,50
359560497939415,Re-Elect Chief Hoskin and Deputy Chief Warner,Hoskin Warner,38440,52
428173550596440,Rep. Ritchie Torres,Office of Congressman Ritchie Torres,38372,48
145034262195374,InSinkErator,InSinkErator_Whirlpool,38309,198
101432317199,Blue Cross and Blue Shield Association,BLUE CROSS AND BLUE SHIELD ASSOCIATION,38265,49
111394533709201,New Yorkers For Affordable Energy,New Yorkers for Affordable Energy,38128,1
317284821682168,Messianic Jewish Alliance of America (MJAA),Messianic Jewish Alliance of America,38128,101
635038436602528,Helen Gym,FRIENDS OF HELEN GYM,38096,63
269479249997,NSSF—The Firearm Industry Trade Association,National Shooting Sports Foundation,38089,88
108755422139163,Vaisforunions,Vaisforunions,37990,28
152264148166020,Moms Clean Air Force,Moms Clean Air Force,37871,501
106438637853917,One For All Committee,ONE FOR ALL COMMITTEE,37850,78
108524420538011,Hoosiers for Renewables,Hoosiers for Renewables LLC,37850,144
6355071377,American Cancer Society Cancer Action Network - ACS CAN,AMERICAN CANCER SOCIETY CANCER ACTION NETWORK INC,37821,45
23875187730,Feeding America,FEEDING AMERICA,37808,89
408250066356,Bill O'Reilly,"Bill Me, Inc.",37799,107
67945990059,The American Petroleum Institute,The American Petroleum Institute,37749,102
101842652891572,Change for Philly: Domb for Mayor,National Association of Realtors Fund,37692,37
1613516851999536,Sunrise Movement,Sunrise,37626,58
7191206138,ASPCA,ASPCA,37596,172
114024978273728,Protect SA,Protect SA PAC,37377,30
177738085711308,Hunger Solutions New York,Hunger Solutions New York,37335,350
21492729544,Catholic Relief Services,CATHOLIC RELIEF SERVICES - UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,37332,129
515208202285132,The Kelly Clarkson Show,"NBCUniversal, LLC",37300,7
192410277463532,Fight For Florida,Fight For Florida Inc.,37191,40
103552914774916,Science Moms,Potential Energy Coalition Inc,37045,279
60000664446,Alzheimer's Association,"ALZHEIMER'S DISEASE AND RELATED DISORDERS ASSOCIATION, INC.",36857,43
85543026043,Consumers Energy,CONSUMERS ENERGY COMPANY,36841,54
85945492130,EnergyBoom,Energy Boom,36585,402
263577748709,National Governors Association,NATIONAL GOVERNORS ASSOCIATION CENTER FOR BEST PRACTICES,36507,90
1593518174052711,Candace Owens,Daily Wire,36479,31
100164996363812,US Worker Claims,These ads ran without a disclaimer,36367,8
108945561919531,The Great American Services,The Great American Services,36262,9
7357041101,Tammy Baldwin,TAMMY BALDWIN FOR SENATE,36243,475
101330089548224,John Burrows for Congress,John Burrows for Congress,36101,106
6240652407,Young America's Foundation,Young America's Foundation Inc,36014,59
106115601572617,Texans for Opportunity & Prosperity PAC,TEXANS FOR OPPORTUNITY AND (&) PROSPERITY PAC,35940,19
102079592297532,Leftdiculous Card Game,"Right Entertainment, LLC",35781,255
282380365148226,Center for Safe Internet Pharmacies,Center for Safe Internet Pharmacies LTD,35700,2
317158175535179,BitLife,These ads ran without a disclaimer,35632,12
19984154032,Great Performances l PBS,WNET,35578,127
282728185140429,Rep For Vets,The Rep For Vets,35485,14
101165966152,AFL-CIO,AFL-CIO,35441,24
115903301871096,North Carolina Department of Public Safety,NC Department of Public Safety,35295,14
129731810448375,Center Forward,Center Forward,35200,5
100373975829221,Fòs Feminista Org,Fòs Feminista,35188,87
241547773165531,Washington Gun Rights,American Firearms Coalition,35163,167
114194528248221,The Health Giveback,JADE Computer Services,35148,208
6316744206,Jon Tester,MONTANANS FOR TESTER,34947,414
5970146660,Community Change,Center for Community Change Action,34942,87
455362921562545,American Exploration & Production Council,American Exploration & Production Council Inc,34886,138
106644838819876,One Great American Solutions,One Great American Solutions,34866,39
115379694797832,WI Takes Action,ORGANIZING EMPOWERMENT PAC,34784,51
33693527731,lululemon,These ads ran without a disclaimer,34770,2
185026128216027,Americans for Prosperity-Kansas,AMERICANS FOR PROSPERITY,34742,89
74470852653,Mike Pompeo,Champion American Values PAC,34726,152
134687123337151,CDC HIV,Centers for Disease Control and Prevention,34618,74
289185555043843,Conservative Texans for Energy Innovation Foundation,Conservative Texans For Energy Innovation,34482,130
10606591490,TIME,TIME USA LLC,34437,126
11602044174,Independent Women's Forum,Independent Women's Forum,34344,58
197760674021143,Indivisible Guide,Indivisible Project,34189,136
1466536130271166,Harris County Elections,Harris County Elections Administration,34165,11
6756153498,Mike Bloomberg,Bloomberg Philanthropies,33926,112
121268821249550,World Central Kitchen,World Central Kitchen,33703,97
244286338925347,Republican Party of Duval County,Republican Party of Duval County,33671,37
84112077638,Greater Good Charities,GREATERGOOD.ORG,33627,23
107414074990650,Defense of Freedom Institute,"Defense of Freedom Institute for Policy Studies, Inc.",33534,50
349068689306,Tim Scott,Tim Scott for America,33530,113
70995214846,Business Roundtable,Business Roundtable,33367,17
10498053716,Media Research Center,MEDIA RESEARCH CENTER,33346,88
1605624399676319,AFSCME-Florida,AFSCME,33345,23
111473871941077,Central Park Community Alliance,These ads ran without a disclaimer,33317,111
116546288359245,Heritage Action for America,HERITAGE ACTION FOR AMERICA,33203,156
899724903372054,NC Department of Health and Human Services,NC Department of Health and Human Services,33067,12
110847698099863,Solarquote.org,solarquote.org,33025,22
52499646199,Planned Parenthood Votes South Atlantic,Planned Parenthood Votes! South Atlantic,32975,31
175886458122,People's Action,People's Action,32934,39
118303441570966,Homeowner Smart,NATIONAL ASSOCIATION OF REALTORS,32777,65
103886259329726,US Loan Center,US Loan Center Advantage,32676,853
30079936984,CWS,"CHURCH WORLD SERVICE, INC.",32600,129
149220264647,ADL - Anti-Defamation League,Anti-Defamation League,32593,73
105007684895451,Bucks United,Bucks United PA,32482,62
104507259139090,Great American World,Great American World,32475,39
102148292648259,Power Up Texas,Power Up Texas,32451,74
1470540296409810,Fair Fight Action,FAIR FIGHT ACTION INC,32396,125
110442961603215,Yikes Today,Tomer Barazani,32367,68
866779926670025,Citizens for Tobacco Rights,Citizens for Tobacco Rights,32224,94
102229421246828,Colorado Hospital Association,Colorado Hospital Association,32215,44
12566691349,Today Show,"NBCUniversal, LLC",32180,6
29259828486,The Atlantic,These ads ran without a disclaimer,32173,104
102862169188648,Houston CCS Alliance,Houston CCS Alliance,32014,108
266602360083204,The Children's Trust,"CHILDREN'S TRUST, INC",31990,172
144727732260970,Care We Can Count On,Care We Can Count On,31984,19
43287633515,Action for the Climate Emergency,Action for the Climate Emergency,31912,211
262444352805,NJ Clean Energy,New Jersey Board of Public Utilities,31865,12
104223804734775,Freedom Virginia,Freedom Virginia,31805,15
1547907108783963,The National Forum for Heart Disease & Stroke Prevention,The National Forum for Heart Disease & Stroke Prevention,31779,26
351310239372,Associated Republicans of Texas,Associated Republicans of Texas,31680,22
103027726019135,Illinois REALTORS Fund,Illinois REALTORS Fund,31653,9
357750373755,National Domestic Workers Alliance,National Domestic Workers Alliance,31645,41
101391906600,Live Action News,Live Action,31399,49
100485764982266,Only One,Only One,31267,17
117270568319993,NYSUT - A Union of Professionals,New York State United Teachers,31265,143
12301006942,Democratic Party,BIDEN VICTORY FUND,31263,162
102983019405039,Accountable Florida,Accountable Florida,31097,110
1472549903019349,CCAN Action Fund,"CHESAPEAKE CLIMATE ACTION NETWORK, INC.",31057,53
120778038066631,EveryLibrary,EveryLibrary,30996,63
739049622841383,Ryan Quarles,RYAN QUARLES FOR GOVERNOR,30957,41
104002425114640,Carbon Neutral Coalition,Carbon Neutral Coalition,30919,77
102281724942742,Affordable Energy for New Jersey,Affordable Energy for New Jersey,30919,451
602074469965571,Plan C,NATIONAL WOMENS HEALTH NETWORK,30917,192
106121804986003,Best Health Tips,Seniors Today USA,30805,180
13365227077,Planned Parenthood Advocates of Wisconsin,Planned Parenthood Advocates of Wisconsin,30723,11
130234313704399,United We Dream,UNITED WE DREAM NETWORK INC,30688,139
107008774760761,Color Us United,Color Us United,30680,14
7229514244,Drug Policy Alliance,DRUG POLICY ALLIANCE,30592,27
275947565591,"Woods and Woods, LLC, The Veteran's Firm","Woods & Woods, LLC",30480,43
883208795067655,The Climate Museum,The Climate Museum,30475,6
126893748252841,American Firearms Association,American Firearms Coalition,30402,123
114008535880,Foundation for Individual Rights and Expression,"FOUNDATION FOR INDIVIDUAL RIGHTS AND EXPRESSION, INC.",30400,71
5644748986,National Wildlife Federation,NATIONAL WILDLIFE FEDERATION,30394,36
106300061200130,Assange Defense,People Power Initiatives,30250,12
104491841664875,Country First,"Country First Action, Inc.",30241,1688
69347890321,2U,"2U, Inc.",30239,55
1382441768496365,Pentair,PENTAIR,30102,14
1942520902707477,Care in Action US,"Care in Action, Inc., 45 Broadway, Suite 320, New York, NY 10006. Not authorized by any candidate or candidate’s committee.",30038,57
51405613519,Focus on the Family,Focus on the Family,29985,251
551328948361758,For Our Future WI,For Our Future Action Fund,29864,161
57038638555,Minnesota Hospital Association,MINNESOTA HOSPITAL ASSOCIATION,29863,35
108052257443661,Floridians for Affordable Rx,Floridians For Affordable RX,29824,46
1428755447227803,Defend The Second,Next Level Goods,29702,96
769672130075351,Red Wine and Blue,Red Wine & Blue,29690,137
298271003840760,Bluestem Kansas,Bluestem Foundation,29621,40
100145644726687,Opportunity For All Floridians,Opportunity For All Floridians,29357,51
59786299812,Master Builders Association of King and Snohomish Counties,MASTER BUILDERS ASSOCIATION OF KING AND SNOHOMISH COUNTIES,29350,5
1562713090633117,Operation Underground Railroad,OPERATION UNDERGROUND RAI,29275,116
8002590959,Rainforest Action Network - RAN,RAINFOREST ACTION NETWORK,29186,78
110303474179332,Ohio Kids First,"Ohio Kids First, Inc.",29148,169
355783211719644,Veteran Caregivers of America,"Veteran Caregivers, LLC",29081,4
763823563701134,CO4Kids,Colorado Department of Human Services,29045,26
102015179210538,Asistencia Latino-Americano EE.UU,Final Expense Authority LLC,28713,169
103546351703577,Dallas Express,Dallas Express Media,28707,284
105858001496295,Mattie Parker for Fort Worth Mayor,Mattie Parker For Mayor Campaign,28646,47
145917588805718,Dr Jordan B Peterson,The Daily Wire,28587,25
103667555539265,Climate Emergency Advocates,Climate Emergency Advocates,28538,87
106445167434779,Duty and Honor,Duty and Honor,28464,12
1815187388753307,Montana Federation of Public Employees,Montana Federation of Public Employees,28411,16
283481148338685,Fight For The Future,Fight for the Future Inc,28409,18
9423488774,American Clean Power Association,American Clean Power Association,28404,13
507070522767934,AACR Foundation,"AMERICAN ASSOCIATION FOR CANCER RESEARCH, INC.",28401,24
1665753550335995,ShreveforMayor,Shreve4Indy,28320,20
104178088892414,Yemi Mobolade,FRIENDS OF YEMI,28268,82
208689875516,Indiana State Teachers Association,INDIANA STATE TEACHERS ASSOCIATION,28258,13
180024415404279,Pacific Research Institute,Pacific Research Institute,28256,69
113324148685241,LIUNA Minnesota & North Dakota,Laborers’ District Council of Minnesota and North Dakota Political Fund,28218,20
1473570426233398,Gilbert Villegas for Alderman,Friends of Gilbert Villegas,28105,24
210820618956311,Community Change Action,Community Change Voters,27995,35
101495814891610,Funeral Benefits & Services,Final Expense Authority LLC,27926,219
164389698861,Appalachian Voices,APPALACHIAN VOICES,27892,21
274118817561,Wayne Williams for Colorado,Wayne Williams For Colorado,27863,264
1338822066131069,Women's March,Women's March,27823,304
1443127535947107,Save the Children Action Network,Save the Children Action Network,27710,72
106925294739244,Advancing American Freedom,Advancing American Freedom Inc,27653,26
104850658901214,California Funeral Directors Administrators,Final Expense Authority LLC,27560,200
151894654697,Save Our States,Save Our States,27443,40
101239962270235,Bright Future Iowa,Bright Future Iowa,27336,89
101558296189685,Essential Workers for Democracy,Essential Workers for Democracy,27290,18
245741028804051,Barbara Sinatra Center,Barbara Sinatra Children's Center,27234,65
103482539071664,Integrity in Government Fund,Integrity In Government Fund,27213,55
111464544881905,America First News,America First News,27179,53
103158321735596,Montana Unified,MONTANA STATE AFL-CIO BUSINESS TRUST,27174,12
15041226930,Oxfam,"OXFAM AMERICA, INC.",27121,22
126498287375611,Michigan League of Conservation Voters,Michigan League of Conservation Voters,27037,33
113183307192061,We Make MN,Better Together MN,27000,4
738063612887865,Alliance for Michigan Power,Alliance for Michigan Power,26969,72
110059722021294,North Bergen First,The Good Government Team,26916,33
114914768208906,Yes on B and C,"Yes on B & C, Friends of Cheval Blanc Beverly Hills",26902,73
112463982125496,Maryland State Education Association,MARYLAND STATE EDUCATION ASSOCIATION,26849,45
830162603716633,Andy Beshear,Andy Beshear for Governor,26848,89
114720264544782,Moving Forward,Seniors Today USA,26827,224
153806571326997,Greenyc,NYC Mayor's Office of Sustainability,26806,240
108293898875429,President Trump Supporters,I Love My Freedom,26613,5
